383 68226 isTwoPair 231 0 2x2,2x6,1x8 38277120
384 69269 isTwoPair 791 0 1x2,2x6,2x9 38581655
385 6TTAA isTwoPair 636 0 1x6,2xT,2xA 38827151
386 6Q644 isTwoPair 868 0 2x4,2x6,1xQ 39163067
387 6QQKK isTwoPair 961 0 1x6,2xQ,2xK 39535935
388 6KK99 isTwoPair 532 0 1x6,2x9,2xK 39742883
389 6AA26 isTwoPair 267 0 1x2,2x6,2xA 39847013
390 72327 isTwoPair 216 0 2x2,1x3,2x7 39931469
391 72474 isTwoPair 211 0 1x2,2x4,2x7 40014181
392 73T73 isTwoPair 375 0 2x3,2x7,1xT 40161556
393 74478 isTwoPair 73 0 2x4,2x7,1x8 40190318
394 75QQ5 isTwoPair 507 0 2x5,1x7,2xQ 40390583
395 76464 isTwoPair 368 0 2x4,2x6,1x7 40536311
396 77644 isTwoPair 993 0 2x4,1x6,2x7 40930532
397 77TTA isTwoPair 175 0 2x7,2xT,1xA 41000182
398 77QAA isTwoPair 99 0 2x7,1xQ,2xA 41039683
399 79229 isTwoPair 586 0 2x2,1x7,2x9 41274083
400 7TQQ7 isTwoPair 385 0 2x7,1xT,2xQ 41428468
401 7KK66 isTwoPair 550 0 2x6,1x7,2xK 41649568
402 83855 isTwoPair 688 0 1x3,2x5,2x8 41926832
403 85533 isTwoPair 725 0 2x3,2x5,1x8 42219732
404 88Q33 isTwoPair 32 0 2x3,2x8,1xQ 42232692
405 88Q44 isTwoPair 857 0 2x4,2x8,1xQ 42580634
406 88QQK isTwoPair 59 0 2x8,2xQ,1xK 42604647
407 88A9A isTwoPair 96 0 2x8,1x9,2xA 42643815
408 8989A isTwoPair 649 0 2x8,2x9,1xA 42909256
409 899KK isTwoPair 341 0 1x8,2x9,2xK 43049066
410 8QQ48 isTwoPair 615 0 1x4,2x8,2xQ 43301831
411 8KK33 isTwoPair 628 0 2x3,1x8,2xK 43560567
412 95353 isTwoPair 486 0 2x3,2x5,1x9 43761285
413 96964 isTwoPair 614 0 1x4,2x6,2x9 44015481
414 96T69 isTwoPair 351 0 2x6,2x9,1xT 44161146
415 97557 isTwoPair 398 0 2x5,2x7,1x9 44326714
416 97K7K isTwoPair 342 0 2x7,1x9,2xK 44469328
417 98494 isTwoPair 994 0 2x4,1x8,2x9 44884820
418 992T2 isTwoPair 159 0 2x2,2x9,1xT 44951441
419 99T4T isTwoPair 139 0 1x4,2x9,2xT 45009821
420 99A33 isTwoPair 990 0 2x3,2x9,1xA 45426611
421 9Q494 isTwoPair 706 0 2x4,2x9,1xQ 45724543
422 9A2A2 isTwoPair 740 0 2x2,1x9,2xA 46037563
423 T3T99 isTwoPair 968 0 1x3,2x9,2xT 46447995
424 T722T isTwoPair 262 0 2x2,1x7,2xT 46559345
425 T7QQT isTwoPair 541 0 1x7,2xT,2xQ 46789811
426 TT334 isTwoPair 163 0 2x3,1x4,2xT 46859412
427 TT44A isTwoPair 598 0 2x4,2xT,1xA 47115356
428 TT5KK isTwoPair 161 0 1x5,2xT,2xK 47184425
429 TT877 isTwoPair 69 0 2x7,1x8,2xT 47214095
430 TKT7K isTwoPair 577 0 1x7,2xT,2xK 47462782
431 Q449Q isTwoPair 680 0 2x4,1x9,2xQ 47756542
432 Q59Q5 isTwoPair 492 0 2x5,1x9,2xQ 47969578
433 Q5Q58 isTwoPair 376 0 2x5,1x8,2xQ 48132762
434 Q7667 isTwoPair 487 0 2x6,2x7,1xQ 48344607
435 Q7788 isTwoPair 185 0 2x7,2x8,1xQ 48425267
436 Q77AQ isTwoPair 878 0 2x7,2xQ,1xA 48808953
437 Q79Q7 isTwoPair 165 0 2x7,1x9,2xQ 48881223
438 Q97Q9 isTwoPair 287 0 1x7,2x9,2xQ 49007216
439 Q9Q93 isTwoPair 274 0 1x3,2x9,2xQ 49127776
440 QT6Q6 isTwoPair 439 0 2x6,2xQ,1xT 49321375
441 QTTQK isTwoPair 749 0 2xQ,2xT,1xK 49652433
442 QQA44 isTwoPair 553 0 2x4,2xQ,1xA 49897412
443 QKQAA isTwoPair 154 0 2xQ,1xK,2xA 49965788
444 QAAQ9 isTwoPair 423 0 1x9,2xQ,2xA 50154023
445 K26K2 isTwoPair 528 0 2x2,1x6,2xK 50389511
446 K322K isTwoPair 807 0 2x2,1x3,2xK 50750240
447 K3663 isTwoPair 574 0 2x3,2x6,1xK 51007392
448 K3K35 isTwoPair 344 0 2x3,1x5,2xK 51161848
449 K8668 isTwoPair 349 0 2x6,2x8,1xK 51318898
450 KT8K8 isTwoPair 232 0 2x8,2xK,1xT 51423530
451 KKTT8 isTwoPair 629 0 1x8,2xK,2xT 51707838
452 KATTK isTwoPair 838 0 2xK,1xA,2xT 52087452
453 A282A isTwoPair 896 0 2x2,1x8,2xA 52494236
454 A2KKA isTwoPair 167 0 1x2,2xA,2xK 52570221
455 A322A isTwoPair 470 0 2x2,1x3,2xA 52784541
456 A3636 isTwoPair 238 0 2x3,2x6,1xA 52893307
457 A377A isTwoPair 256 0 1x3,2x7,2xA 53010555
458 A3QQ3 isTwoPair 272 0 2x3,1xA,2xQ 53135403
459 A4422 isTwoPair 67 0 2x2,2x4,1xA 53166223
460 A5A22 isTwoPair 540 0 2x2,1x5,2xA 53415163
461 A5A54 isTwoPair 979 0 1x4,2x5,2xA 53867461
462 A5A57 isTwoPair 359 0 2x5,1x7,2xA 54033678
463 A7A88 isTwoPair 534 0 1x7,2x8,2xA 54281454
464 A99A3 isTwoPair 485 0 1x3,2x9,2xA 54506979
465 AK6A6 isTwoPair 422 0 2x6,2xA,1xK 54703631
466 AKK8A isTwoPair 571 0 1x8,2xA,2xK 54970288
467 AKAK4 isTwoPair 400 0 1x4,2xA,2xK 55157488
468 AA566 isTwoPair 418 0 1x5,2x6,2xA 55353530
469 AA5Q5 isTwoPair 756 0 2x5,2xA,1xQ 55708850
470 AAK5K isTwoPair 192 0 1x5,2xA,2xK 55799282
471 J297J isThreeOfKind 652 2 1x2,1x7,1x9 56107026
472 J322A isThreeOfKind 592 1 2x2,1x3,1xA 56387042
473 J4988 isThreeOfKind 682 1 1x4,2x8,1x9 56710310
474 J4Q4T isThreeOfKind 683 1 2x4,1xQ,1xT 57034735
475 J6J4A isThreeOfKind 168 2 1x4,1x6,1xA 57114703
476 J696Q isThreeOfKind 544 1 2x6,1x9,1xQ 57374191
477 J6K88 isThreeOfKind 104 1 1x6,2x8,1xK 57423903
478 J7T6J isThreeOfKind 765 2 1x6,1x7,1xT 57790338
479 J7TTQ isThreeOfKind 819 1 1x7,2xT,1xQ 58183458
480 J8T55 isThreeOfKind 802 1 2x5,1x8,1xT 58569220
481 J8Q89 isThreeOfKind 556 1 2x8,1x9,1xQ 58837212
482 J9KTT isThreeOfKind 836 1 1x9,1xK,2xT 59241000
483 JQ67J isThreeOfKind 134 2 1x6,1x7,1xQ 59305856
484 JQAA2 isThreeOfKind 148 1 1x2,1xQ,2xA 59377636
485 JK433 isThreeOfKind 488 1 2x3,1x4,1xK 59614804
486 JK664 isThreeOfKind 234 1 1x4,2x6,1xK 59728762
487 JKQ3Q isThreeOfKind 151 1 1x3,1xK,2xQ 59802450
488 JA446 isThreeOfKind 689 1 2x4,1x6,1xA 60139371
489 JA6TJ isThreeOfKind 427 2 1x6,1xA,1xT 60348601
490 2J2TK isThreeOfKind 18 1 2x2,1xT,1xK 60357439
491 2J5QQ isThreeOfKind 92 1 1x2,1x5,2xQ 60402703
492 2JKTK isThreeOfKind 707 1 1x2,2xK,1xT 60751254
493 22JAQ isThreeOfKind 350 1 2x2,1xA,1xQ 60924154
494 2227Q isThreeOfKind 565 0 3x2,1x7,1xQ 61203829
495 222K3 isThreeOfKind 334 0 3x2,1x3,1xK 61369493
496 223J9 isThreeOfKind 745 1 2x2,1x3,1x9 61739758
497 22752 isThreeOfKind 612 0 3x2,1x5,1x7 62044534
498 22927 isThreeOfKind 311 0 3x2,1x7,1x9 62199723
499 2555T isThreeOfKind 337 0 1x2,3x5,1xT 62368223
500 26676 isThreeOfKind 947 0 1x2,3x6,1x7 62842670
501 26A2J isThreeOfKind 313 1 2x2,1x6,1xA 62999796
502 27377 isThreeOfKind 34 0 1x2,1x3,3x7 63016898
503 28J8A isThreeOfKind 641 1 1x2,2x8,1xA 63339962
504 2824J isThreeOfKind 804 1 2x2,1x4,1x8 63745982
505 28883 isThreeOfKind 53 0 1x2,1x3,3x8 63772800
506 29225 isThreeOfKind 282 0 3x2,1x5,1x9 63915774
507 2T228 isThreeOfKind 413 0 3x2,1x8,1xT 64125578
508 2T4J4 isThreeOfKind 200 1 1x2,2x4,1xT 64227378
509 2Q228 isThreeOfKind 225 0 3x2,1x8,1xQ 64342128
510 2Q9J9 isThreeOfKind 499 1 1x2,2x9,1xQ 64597117
511 3J397 isThreeOfKind 82 1 2x3,1x7,1x9 64639101
512 32229 isThreeOfKind 640 0 3x2,1x3,1x9 64967421
513 3338K isThreeOfKind 854 0 3x3,1x8,1xK 65406377
514 3483J isThreeOfKind 213 1 2x3,1x4,1x8 65516072
515 35T33 isThreeOfKind 856 0 3x3,1x5,1xT 65957768
516 36J22 isThreeOfKind 782 1 2x2,1x3,1x6 66362062
517 366T6 isThreeOfKind 86 0 1x3,3x6,1xT 66406610
518 37J3K isThreeOfKind 284 1 2x3,1x7,1xK 66554006
519 37J44 isThreeOfKind 319 1 1x3,2x4,1x7 66719886
520 37877 isThreeOfKind 922 0 1x3,3x7,1x8 67200248
521 3QJ3K isThreeOfKind 611 1 2x3,1xQ,1xK 67519190
522 3KK8K isThreeOfKind 297 0 1x3,1x8,3xK 67674521
523 3AQ3J isThreeOfKind 204 1 2x3,1xA,1xQ 67781417
524 4JJ92 isThreeOfKind 654 2 1x2,1x4,1x9 68124767
525 4JTT2 isThreeOfKind 172 1 1x2,1x4,2xT 68215239
526 4JTT3 isThreeOfKind 748 1 1x3,1x4,2xT 68609435
527 44JA3 isThreeOfKind 513 1 1x3,2x4,1xA 68880299
528 44463 isThreeOfKind 811 0 1x3,3x4,1x6 69309318
529 444Q7 isThreeOfKind 47 0 3x4,1x7,1xQ 69334228
530 44T4K isThreeOfKind 332 0 3x4,1xT,1xK 69510520
531 46J63 isThreeOfKind 114 1 1x3,1x4,2x6 69571168
532 464K4 isThreeOfKind 876 0 3x4,1x6,1xK 70038076
533 47Q77 isThreeOfKind 814 0 1x4,3x7,1xQ 70472752
534 48447 isThreeOfKind 684 0 3x4,1x7,1x8 70838692
535 4T3J4 isThreeOfKind 441 1 1x3,2x4,1xT 71075068
536 4T888 isThreeOfKind 686 0 1x4,3x8,1xT 71443450
537 4TKJJ isThreeOfKind 671 2 1x4,1xT,1xK 71804448
538 4Q445 isThreeOfKind 867 0 3x4,1x5,1xQ 72271761
539 4Q44K isThreeOfKind 450 0 3x4,1xQ,1xK 72514761
540 4Q8QJ isThreeOfKind 294 1 1x4,1x8,2xQ 72673815
541 4QQTQ isThreeOfKind 52 0 1x4,3xQ,1xT 72701999
542 4AA3J isThreeOfKind 428 1 1x3,1x4,2xA 72934403
543 5J265 isThreeOfKind 780 1 1x2,2x5,1x6 73358723
544 5JTJ7 isThreeOfKind 798 2 1x5,1x7,1xT 73793633
545 53777 isThreeOfKind 230 0 1x3,1x5,3x7 73919213
546 55568 isThreeOfKind 580 0 3x5,1x6,1x8 74236473
547 55854 isThreeOfKind 866 0 1x4,3x5,1x8 74711041
548 565J7 isThreeOfKind 718 1 2x5,1x6,1x7 75105223
549 56T66 isThreeOfKind 72 0 1x5,3x6,1xT 75144823
550 56QQQ isThreeOfKind 357 0 1x5,1x6,3xQ 75341530
551 58J35 isThreeOfKind 178 1 1x3,2x5,1x8 75439786
552 58535 isThreeOfKind 129 0 1x3,3x5,1x8 75511123
553 5T3TT isThreeOfKind 793 0 1x3,1x5,3xT 75950445
554 5Q2QQ isThreeOfKind 50 0 1x2,1x5,3xQ 75978195
555 5AKKJ isThreeOfKind 905 1 1x5,1xA,2xK 76481375
556 6J26K isThreeOfKind 81 1 1x2,2x6,1xK 76526492
557 63696 isThreeOfKind 55 0 1x3,3x6,1x9 76557182
558 63K66 isThreeOfKind 328 0 1x3,3x6,1xK 76740534
559 64J34 isThreeOfKind 202 1 1x3,2x4,1x6 76853654
560 66436 isThreeOfKind 473 0 1x3,1x4,3x6 77119007
561 666K5 isThreeOfKind 795 0 1x5,3x6,1xK 77565797
562 66765 isThreeOfKind 721 0 1x5,3x6,1x7 77971720
563 66967 isThreeOfKind 314 0 3x6,1x7,1x9 78148816
564 68366 isThreeOfKind 903 0 1x3,3x6,1x8 78659011
565 68KKJ isThreeOfKind 394 1 1x6,1x8,2xK 78882015
566 69656 isThreeOfKind 140 0 1x5,3x6,1x9 78961395
567 6A686 isThreeOfKind 522 0 3x6,1x8,1xA 79257891
568 7J2QJ isThreeOfKind 399 2 1x2,1x7,1xQ 79484922
569 733TJ isThreeOfKind 244 1 2x3,1x7,1xT 79624002
570 7778A isThreeOfKind 997 0 3x7,1x8,1xA 80193289
571 777A3 isThreeOfKind 406 0 1x3,3x7,1xA 80425521
572 797J8 isThreeOfKind 963 1 2x7,1x8,1x9 80977320
573 7QQQ5 isThreeOfKind 217 0 1x5,1x7,3xQ 81101878
574 8J233 isThreeOfKind 291 1 1x2,2x3,1x8 81269203
575 8J353 isThreeOfKind 621 1 2x3,1x5,1x8 81626899
576 8JK8Q isThreeOfKind 545 1 2x8,1xK,1xQ 81941364
577 83533 isThreeOfKind 360 0 3x3,1x5,1x8 82149444
578 838K8 isThreeOfKind 515 0 1x3,3x8,1xK 82447629
579 84344 isThreeOfKind 316 0 1x3,3x4,1x8 82630909
580 84449 isThreeOfKind 920 0 3x4,1x8,1x9 83165429
581 85KKK isThreeOfKind 85 0 1x5,1x8,3xK 83214899
582 8626J isThreeOfKind 2 1 1x2,2x6,1x8 83216065
583 87QQQ isThreeOfKind 434 0 1x7,1x8,3xQ 83469521
584 88583 isThreeOfKind 691 0 1x3,1x5,3x8 83873756
585 88798 isThreeOfKind 31 0 1x7,3x8,1x9 83891922
586 888T9 isThreeOfKind 119 0 3x8,1x9,1xT 83961775
587 88K84 isThreeOfKind 987 0 1x4,3x8,1xK 84542131
588 88AT8 isThreeOfKind 353 0 3x8,1xA,1xT 84750048
589 89A99 isThreeOfKind 772 0 1x8,3x9,1xA 85205528
590 8T858 isThreeOfKind 43 0 1x5,3x8,1xT 85230941
591 8TT4T isThreeOfKind 976 0 1x4,1x8,3xT 85808733
592 8TTT3 isThreeOfKind 384 0 1x3,1x8,3xT 86036445
593 8QJ3J isThreeOfKind 928 2 1x3,1x8,1xQ 86587677
594 8Q828 isThreeOfKind 525 0 1x2,3x8,1xQ 86900052
595 9J2JT isThreeOfKind 340 2 1x2,1x9,1xT 87102692
596 9J33A isThreeOfKind 259 1 2x3,1x9,1xA 87257315
597 9J439 isThreeOfKind 23 1 1x3,1x4,2x9 87271069
598 9J6A9 isThreeOfKind 46 1 1x6,2x9,1xA 87298623
599 93TTT isThreeOfKind 877 0 1x3,1x9,3xT 87824823
600 94996 isThreeOfKind 289 0 1x4,1x6,3x9 87998512
601 95556 isThreeOfKind 871 0 3x5,1x6,1x9 88522854
602 96939 isThreeOfKind 461 0 1x3,1x6,3x9 88800837
603 97J95 isThreeOfKind 221 1 1x5,1x7,2x9 88934321
604 99296 isThreeOfKind 430 0 1x2,1x6,3x9 89194471
605 99894 isThreeOfKind 576 0 1x4,1x8,3x9 89543527
606 999T4 isThreeOfKind 500 0 1x4,3x9,1xT 89847027
607 999K6 isThreeOfKind 183 0 1x6,3x9,1xK 89958291
608 99QK9 isThreeOfKind 506 0 3x9,1xQ,1xK 90266445
609 99K98 isThreeOfKind 444 0 1x8,3x9,1xK 90537285
610 99KT9 isThreeOfKind 639 0 3x9,1xK,1xT 90927714
611 9T992 isThreeOfKind 773 0 1x2,3x9,1xT 91400790
612 9T9A9 isThreeOfKind 137 0 3x9,1xT,1xA 91484771
613 9K995 isThreeOfKind 595 0 1x5,3x9,1xK 91850101
614 9AK99 isThreeOfKind 21 0 3x9,1xA,1xK 91863016
615 TJ5JQ isThreeOfKind 27 2 1x5,1xT,1xQ 91879648
616 TJQAA isThreeOfKind 37 1 1xT,1xQ,2xA 91902477
617 T333Q isThreeOfKind 290 0 3x3,1xT,1xQ 92081697
618 T44A4 isThreeOfKind 842 0 3x4,1xT,1xA 92602895
619 T46J6 isThreeOfKind 504 1 1x4,2x6,1xT 92915375
620 T6866 isThreeOfKind 472 0 3x6,1x8,1xT 93208487
621 T8J48 isThreeOfKind 426 1 1x4,2x8,1xT 93473459
622 T8777 isThreeOfKind 601 0 3x7,1x8,1xT 93847882
623 T8QQQ isThreeOfKind 820 0 1x8,1xT,3xQ 94359562
624 TT5JQ isThreeOfKind 708 1 1x5,2xT,1xQ 94802062
625 TT8TK isThreeOfKind 343 0 1x8,3xT,1xK 95016780
626 TTT23 isThreeOfKind 783 0 1x2,1x3,3xT 95507721
627 TTT59 isThreeOfKind 579 0 1x5,1x9,3xT 95871333
628 TTK2T isThreeOfKind 904 0 1x2,3xT,1xK 96439949
629 TQ3TT isThreeOfKind 700 0 1x3,3xT,1xQ 96880949
630 TQQ7Q isThreeOfKind 302 0 1x7,1xT,3xQ 97071511
631 QJ272 isThreeOfKind 388 1 2x2,1x7,1xQ 97316727
632 QJ445 isThreeOfKind 588 1 2x4,1x5,1xQ 97688931
633 QJ866 isThreeOfKind 508 1 2x6,1x8,1xQ 98011003
634 Q3733 isThreeOfKind 900 0 3x3,1x7,1xQ 98582503
635 Q4AAA isThreeOfKind 87 0 1x4,1xQ,3xA 98637835
636 Q54J5 isThreeOfKind 981 1 1x4,2x5,1xQ 99262732
637 Q5552 isThreeOfKind 731 0 1x2,3x5,1xQ 99729110
638 Q5AQQ isThreeOfKind 585 0 1x5,3xQ,1xA 100102925
639 Q688J isThreeOfKind 118 1 1x6,2x8,1xQ 100178445
640 Q7T77 isThreeOfKind 78 0 3x7,1xQ,1xT 100228443
641 Q8898 isThreeOfKind 973 0 3x8,1x9,1xQ 100853109
642 QQJ87 isThreeOfKind 667 1 1x7,1x8,2xQ 101281990
643 QQ7QK isThreeOfKind 145 0 1x7,3xQ,1xK 101375370
644 QQ92Q isThreeOfKind 419 0 1x2,1x9,3xQ 101645625
645 QQTQ5 isThreeOfKind 837 0 1x5,3xQ,1xT 102186327
646 QQQ2T isThreeOfKind 498 0 1x2,3xQ,1xT 102508533
647 QK2J2 isThreeOfKind 518 1 2x2,1xQ,1xK 102844197
648 QK5KK isThreeOfKind 130 0 1x5,1xQ,3xK 102928567
649 QKTTT isThreeOfKind 954 0 1xQ,1xK,3xT 103548667
650 KJ9KA isThreeOfKind 124 1 1x9,2xK,1xA 103629391
651 K2KAK isThreeOfKind 999 0 1x2,3xK,1xA 104280739
652 K52KK isThreeOfKind 537 0 1x2,1x5,3xK 104631400
653 K6966 isThreeOfKind 736 0 3x6,1x9,1xK 105112744
654 K9K8K isThreeOfKind 969 0 1x8,1x9,3xK 105747439
655 KTK4K isThreeOfKind 942 0 1x4,3xK,1xT 106365391
656 KQJ2K isThreeOfKind 182 1 1x2,2xK,1xQ 106484965
657 KK2J6 isThreeOfKind 557 1 1x2,1x6,2xK 106851471
658 KK3K2 isThreeOfKind 22 0 1x2,1x3,3xK 106865969
659 KKTK6 isThreeOfKind 717 0 1x6,3xK,1xT 107339189
660 KKQK4 isThreeOfKind 8 0 1x4,3xK,1xQ 107344477
661 KKK53 isThreeOfKind 66 0 1x3,1x5,3xK 107388169
662 KKK65 isThreeOfKind 567 0 1x5,1x6,3xK 107764090
663 KKKAQ isThreeOfKind 715 0 3xK,1xA,1xQ 108238850
664 AJ688 isThreeOfKind 411 1 1x6,2x8,1xA 108512165
665 A2AA8 isThreeOfKind 374 0 1x2,1x8,3xA 108761249
666 A4944 isThreeOfKind 739 0 3x4,1x9,1xA 109254162
667 A525J isThreeOfKind 143 1 1x2,2x5,1xA 109349686
668 A7JA2 isThreeOfKind 19 1 1x2,1x7,2xA 109362397
669 A85AA isThreeOfKind 645 0 1x5,1x8,3xA 109794547
670 A8AQA isThreeOfKind 919 0 1x8,3xA,1xQ 110411196
671 AQQQ3 isThreeOfKind 785 0 1x3,1xA,3xQ 110938716
672 AK5KK isThreeOfKind 555 0 1x5,1xA,3xK 111312231
673 AA8AK isThreeOfKind 401 0 1x8,3xA,1xK 111582505
674 AA9A8 isThreeOfKind 788 0 1x8,1x9,3xA 112114405
675 AAKTA isThreeOfKind 546 0 3xA,1xK,1xT 112483501
676 AAKA7 isThreeOfKind 885 0 1x7,3xA,1xK 113082646
677 AAA27 isThreeOfKind 972 0 1x2,1x7,3xA 113741662
678 AAA65 isThreeOfKind 364 0 1x5,1x6,3xA 113988818
679 AAA8T isThreeOfKind 616 0 1x8,3xA,1xT 114407698
680 J5454 isFullHouse 35 1 2x4,2x5 114431533
681 J88AA isFullHouse 248 1 2x8,2xA 114600669
682 JT55T isFullHouse 377 1 2x5,2xT 114858160
683 JK9K9 isFullHouse 199 1 2x9,2xK 114994276
684 JA5A5 isFullHouse 421 1 2x5,2xA 115282661
685 22777 isFullHouse 889 0 2x2,3x7 115892515
686 22828 isFullHouse 698 0 3x2,2x8 116372041
687 25525 isFullHouse 933 0 2x2,3x5 117013945
688 26662 isFullHouse 864 0 2x2,3x6 117609241
689 2929J isFullHouse 416 1 2x2,2x9 117896281
690 2T2T2 isFullHouse 998 0 3x2,2xT 118585899
691 2A2AA isFullHouse 883 0 2x2,3xA 119196935
692 2AA22 isFullHouse 387 0 3x2,2xA 119465126
693 33J55 isFullHouse 446 1 2x3,2x5 119774650
694 33222 isFullHouse 224 0 3x2,2x3 119930330
695 33344 isFullHouse 277 0 3x3,2x4 120123122
696 3344J isFullHouse 720 1 2x3,2x4 120624962
697 33444 isFullHouse 115 0 2x3,3x4 120705232
698 33553 isFullHouse 181 0 3x3,2x5 120831751
699 3388J isFullHouse 407 1 2x3,2x8 121116651
700 36336 isFullHouse 179 0 3x3,2x6 121242130
701 3TJ3T isFullHouse 719 1 2x3,2xT 121746868
702 3TT33 isFullHouse 865 0 3x3,2xT 122354963
703 3TT3T isFullHouse 771 0 2x3,3xT 122897747
704 3KK33 isFullHouse 697 0 3x3,2xK 123389132
705 42224 isFullHouse 823 0 3x2,2x4 123970170
706 424J2 isFullHouse 656 1 2x2,2x4 124433962
707 44545 isFullHouse 40 0 3x4,2x5 124462282
708 44TTJ isFullHouse 90 1 2x4,2xT 124526092
709 46646 isFullHouse 679 0 2x4,3x6 125008182
710 47774 isFullHouse 953 0 2x4,3x7 125685765
711 4T4T4 isFullHouse 390 0 3x4,2xT 125963445
712 4K44K isFullHouse 229 0 3x4,2xK 126126722
713 4AA44 isFullHouse 339 0 3x4,2xA 126368768
714 52522 isFullHouse 462 0 3x2,2x5 126699098
715 53553 isFullHouse 402 0 2x3,3x5 126986930
716 55544 isFullHouse 794 0 2x4,3x5 127556228
717 5566J isFullHouse 496 1 2x5,2x6 127912356
718 55666 isFullHouse 988 0 2x5,3x6 128622728
719 55AA5 isFullHouse 58 0 3x5,2xA 128664488
720 57557 isFullHouse 6 0 3x5,2x7 128668814
721 58885 isFullHouse 952 0 2x5,3x8 129356158
722 5Q5JQ isFullHouse 285 1 2x5,2xQ 129562213
723 6J363 isFullHouse 781 1 2x3,2x6 130127657
724 62226 isFullHouse 120 0 3x2,2x6 130214657
725 63636 isFullHouse 176 0 2x3,3x6 130342433
726 66555 isFullHouse 397 0 3x5,2x6 130631052
727 66699 isFullHouse 106 0 3x6,2x9 130708220
728 66777 isFullHouse 610 0 2x6,3x7 131152910
729 66AA6 isFullHouse 403 0 3x6,2xA 131447100
730 688J6 isFullHouse 300 1 2x6,2x8 131666400
731 68866 isFullHouse 152 0 3x6,2x8 131777664
732 72272 isFullHouse 957 0 3x2,2x7 132479145
733 7667J isFullHouse 687 1 2x6,2x7 132983403
734 77755 isFullHouse 270 0 2x5,3x7 133181853
735 77999 isFullHouse 510 0 2x7,3x9 133557213
736 77KKK isFullHouse 51 0 2x7,3xK 133594800
737 78J78 isFullHouse 710 1 2x7,2x8 134118780
738 78787 isFullHouse 286 0 3x7,2x8 134330134
739 79J97 isFullHouse 336 1 2x7,2x9 134578774
740 79977 isFullHouse 770 0 3x7,2x9 135149344
741 7QQ77 isFullHouse 551 0 3x7,2xQ 135558186
742 7AAA7 isFullHouse 91 0 2x7,3xA 135625799
743 82828 isFullHouse 560 0 2x2,3x8 136042439
744 83383 isFullHouse 235 0 3x3,2x8 136217514
745 8558J isFullHouse 986 1 2x5,2x8 136953070
746 88555 isFullHouse 155 0 3x5,2x8 137068855
747 88668 isFullHouse 240 0 2x6,3x8 137248375
748 88989 isFullHouse 4 0 3x8,2x9 137251371
749 88AAA isFullHouse 607 0 2x8,3xA 137706621
750 9J933 isFullHouse 5 1 2x3,2x9 137710376
751 92292 isFullHouse 912 0 3x2,2x9 138396200
752 92992 isFullHouse 659 0 2x2,3x9 138892427
753 93339 isFullHouse 17 0 3x3,2x9 138905245
754 949J4 isFullHouse 971 1 2x4,2x9 139638350
755 95559 isFullHouse 156 0 3x5,2x9 139756286
756 969J6 isFullHouse 624 1 2x6,2x9 140228654
757 96969 isFullHouse 378 0 2x6,3x9 140515178
758 99898 isFullHouse 128 0 2x8,3x9 140612330
759 99A9A isFullHouse 699 0 3x9,2xA 141143570
760 9Q99Q isFullHouse 974 0 3x9,2xQ 141884784
761 9KK99 isFullHouse 28 0 3x9,2xK 141906120
762 TJQQT isFullHouse 892 1 2xT,2xQ 142586716
763 T22TJ isFullHouse 279 1 2x2,2xT 142799872
764 T2T2T isFullHouse 768 0 2x2,3xT 143387392
765 T4T4T isFullHouse 280 0 2x4,3xT 143601872
766 T777T isFullHouse 813 0 3x7,2xT 144225443
767 TTJ99 isFullHouse 921 1 2x9,2xT 144932771
768 TT6J6 isFullHouse 825 1 2x6,2xT 145567196
769 TT6T6 isFullHouse 631 0 2x6,3xT 146053066
770 TTT99 isFullHouse 519 0 2x9,3xT 146453215
771 TTQQT isFullHouse 74 0 3xT,2xQ 146510343
772 TKTKT isFullHouse 911 0 3xT,2xK 147214546
773 TKKKT isFullHouse 786 0 2xT,3xK 147822910
774 QJ9Q9 isFullHouse 147 1 2x9,2xQ 147936835
775 Q22Q2 isFullHouse 893 0 3x2,2xQ 148629803
776 Q33Q3 isFullHouse 613 0 3x3,2xQ 149106104
777 Q33QQ isFullHouse 383 0 2x3,3xQ 149404078
778 Q44QJ isFullHouse 48 1 2x4,2xQ 149441470
779 Q88Q8 isFullHouse 304 0 3x8,2xQ 149678590
780 QQ3J3 isFullHouse 220 1 2x3,2xQ 149850410
781 QQ444 isFullHouse 951 0 3x4,2xQ 150594092
782 QQ4Q4 isFullHouse 497 0 2x4,3xQ 150983243
783 QQ555 isFullHouse 733 0 3x5,2xQ 151557915
784 QQ77Q isFullHouse 764 0 2x7,3xQ 152157655
785 QQTTQ isFullHouse 227 0 3xQ,2xT 152336077
786 K2K22 isFullHouse 590 0 3x2,2xK 152800407
787 K44KK isFullHouse 776 0 2x4,3xK 153411895
788 K6K66 isFullHouse 603 0 3x6,2xK 153887662
789 K77K7 isFullHouse 281 0 3x7,2xK 154109652
790 K99KK isFullHouse 222 0 2x9,3xK 154285254
791 KK555 isFullHouse 712 0 3x5,2xK 154849158
792 KK888 isFullHouse 826 0 3x8,2xK 155504176
793 KKK55 isFullHouse 744 0 2x5,3xK 156094912
794 KKKQQ isFullHouse 888 0 3xK,2xQ 156800872
795 KAJAK isFullHouse 476 1 2xK,2xA 157179768
796 A333A isFullHouse 177 0 3x3,2xA 157320837
797 A3AJ3 isFullHouse 850 1 2x3,2xA 157999137
